source,ref_text,doi
T003_W3_VERIFY_REPAIR__qwen3-14b.txt,"Thain, A., et al. (2023). ""Fact-Checking Large Language Models with Retrieval-Augmented Generation."" *Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing (EMNLP)*.",
T003_W3_VERIFY_REPAIR__qwen3-14b.txt,"Guo, Y., et al. (2023). ""Enhancing Factual Accuracy in Text Generation with Retrieval-Augmented Language Models."" *Transactions of the Association for Computational Linguistics*.",
T003_W3_VERIFY_REPAIR__qwen3-14b.txt,"Petroni, F., et al. (2020). ""Perturbations of Language Models Reveal the Role of Retrieval in Fact Verification."" *arXiv preprint arXiv:2007.05685*.",
T003_W3_VERIFY_REPAIR__qwen3-14b.txt,"Joshi, D., et al. (2022). ""The Impact of Retrieval on Hallucination in Question-Answering Systems."" *Proceedings of the 2022 Conference on Neural Information Processing Systems (NeurIPS)*.",
T003_W3_VERIFY_REPAIR__qwen3-14b.txt,"Wallace, E., et al. (2022). ""Hallucinations in Large Language Models: A Survey of Causes, Consequences, and Solutions."" *arXiv preprint arXiv:2203.04439*.",
T003_W3_VERIFY_REPAIR__qwen3-14b.txt,"Chen, Y., et al. (2023). ""Mitigating Hallucinations in LLM-Generated Academic Texts through Contextual Retrieval."" *Journal of Artificial Intelligence Research*.",
T003_W3_VERIFY_REPAIR__qwen3-14b.txt,"Hall, M., et al. (2022). ""Retrieval-Augmented Generation for Scientific Writing: A Case Study in Citation Accuracy."" *Proceedings of the 2022 ACL Workshop on Fact Extraction and Verification (FEVER)*.",
T004_W0_DIRECT__qwen3-14b.txt,"检索增强生成（Retrieval-Augmented Generation, RAG）作为一种结合外部知识库与生成模型的技术，近年来在自然语言处理领域得到了广泛关注。在学术写作中，虚假引用（fabricated citations）是一个长期存在的问题，可能导致学术不端行为，影响研究的可信度和可重复性。针对这一问题，已有研究开始探索RAG是否能够作为一种有效的工具，来减少虚假引用的发生。例如，一些研究表明，RAG可以通过在生成过程中自动检索相关文献，从而确保引用内容的真实性和相关性[1]。此外，RAG还能够提高写作过程中对现有研究成果的依赖度，减少作者因知识遗忘或信息不准确而产生的错误引用[2]。",
T004_W0_DIRECT__qwen3-14b.txt,与此同时，也有研究指出，尽管RAG能够提升引用的准确性，但其效果依赖于检索系统的质量和训练数据的可靠性[3]。如果知识库中存在不准确或过时的信息，生成模型可能会不加辨别地引用这些内容，从而引入新的错误。因此，如何构建高质量、可信的检索源成为RAG在学术写作中应用的关键挑战之一[4]。此外，RAG在处理多语种文献和跨领域研究时可能面临检索效率和语义匹配能力不足的问题[5]。尽管如此，多项实验表明，RAG在辅助生成引用时的准确率显著高于传统的生成模型，尤其是在引用文献来源和内容一致性方面[6]。,
T004_W0_DIRECT__qwen3-14b.txt,"Lewis, P., Petroni, F., & Ribeiro, F. (2021). Retrieval-Augmented Generation for Long-Context Tasks. *Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing*, 1052–1062. https://doi.org/10.18653/v1/2021.emnlp-main.82",10.18653/v1/2021.emnlp-main.82
T004_W0_DIRECT__qwen3-14b.txt,"Guo, Y., Guo, L., & Wang, Y. (2022). Enhancing Academic Writing with Retrieval-Augmented Generation. *Journal of Artificial Intelligence Research*, 68(1), 123–150. https://doi.org/10.1613/jair.12345",10.1613/jair.12345
T004_W0_DIRECT__qwen3-14b.txt,"Karpukhin, V., et al. (2020). Dense Passage Retrieval for Factoid Question Answering. *Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing*, 6678–6689. https://doi.org/10.18653/v1/2020.emnlp-main.507",10.18653/v1/2020.emnlp-main.507
T004_W0_DIRECT__qwen3-14b.txt,"Zhang, X., & Li, J. (2023). Evaluating the Reliability of Retrieval-Augmented Generation in Scholarly Writing. *Computational Linguistics and Intelligent Text Processing*, 45(3), 210–225. https://doi.org/10.1007/s10012-023-00345-2",10.1007/s10012-023-00345-2
T004_W0_DIRECT__qwen3-14b.txt,"Lee, K., & Kim, S. (2022). Cross-Domain Challenges in Retrieval-Augmented Generation for Academic Texts. *Information Processing & Management*, 69(2), 102876. https://doi.org/10.1016/j.ipm.2022.102876",10.1016/j.ipm.2022.102876
T004_W0_DIRECT__qwen3-14b.txt,"Chen, W., et al. (2023). Reducing Fabricated Citations via Retrieval-Augmented Generation in Scientific Writing. *IEEE Transactions on Knowledge and Data Engineering*, 35(4), 3456–3468. https://doi.org/10.1109/TKDE.2023.3256789",10.1109/TKDE.2023.3256789
T004_W1_CAUTIOUS__qwen3-14b.txt,"近年来，随着大型语言模型（LLMs）在自然语言处理领域的广泛应用，学术写作中的虚假引用问题引起了广泛关注。虚假引用通常指在论文中引用不存在或不相关的文献，可能误导读者并损害学术诚信。为缓解这一问题，研究者开始探索检索增强生成（Retrieval-Augmented Generation, RAG）技术在学术写作中的应用。RAG 通过结合外部知识库的检索结果与生成模型的能力，能够在生成文本时引入更为准确和相关的文献支持，从而在一定程度上减少引用错误。",
T004_W1_CAUTIOUS__qwen3-14b.txt,"已有研究表明，RAG 在提高生成内容的事实准确性方面具有显著优势。For example, Petroni et al. [1] 提出通过检索和融合外部知识来增强语言模型在问答任务中的表现，这一思路同样适用于学术写作的引用生成。此外，Iyyer et al. [2] 探索了如何利用外部语料库来辅助生成更可靠的文本，为引用生成提供了理论支持。在具体应用上，Zhang et al. [3] 开发了一个基于 RAG 的学术论文生成系统，其在引用生成任务中表现出比传统生成模型更高的准确性。然而，也有研究指出，RAG 在生成过程中仍可能引入错误引用，尤其是在知识库质量不高或检索策略不完善的场景下 [4]。",
T004_W1_CAUTIOUS__qwen3-14b.txt,尽管 RAG 在减少虚假引用方面展现了潜力，但如何进一步优化检索机制、提升引用相关性与准确性仍是当前研究的重点。例如，近期有工作尝试引入基于语义的检索方法，以提高引用匹配的精度 [5]。这些研究为未来在学术写作中更有效地应用 RAG 提供了重要参考。,
T004_W1_CAUTIOUS__qwen3-14b.txt,"Petroni, F., Yatskar, M., Ortega, M., et al. (2020). *Retrieval-Augmented Generation for Large Language Models*. arXiv preprint arXiv:2004.08777.",
T004_W1_CAUTIOUS__qwen3-14b.txt,"Iyyer, M., Manu, M., & Brunskill, E. (2018). *Learning to Generate Text with External Knowledge*. In *Proceedings of the 56th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)* (pp. 1676-1686). Association for Computational Linguistics.",
T004_W1_CAUTIOUS__qwen3-14b.txt,"Zhang, Y., Liu, Z., Zhao, J., et al. (2022). *An Empirical Study on Retrieval-Augmented Generation for Academic Writing*. In *Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing* (pp. 1123-1135). Association for Computational Linguistics.",
T004_W1_CAUTIOUS__qwen3-14b.txt,"Lewis, P., Perez, E., Puri, S., et al. (2020). *Retrieval-Augmented Generation for Open-Domain Question Answering*. In *Proceedings of the 15th Conference of the European Chapter of the Association for Computational Linguistics* (pp. 1320-1330). Association for Computational Linguistics.",
T004_W1_CAUTIOUS__qwen3-14b.txt,"Guu, K., Khashabi, D., Liu, Y., et al. (2020). *What Are We Learning from Retrieval-Augmented Generation? An Empirical Study*. In *Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing* (pp. 4353-4365). Association for Computational Linguistics.",
T004_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"检索增强生成（Retrieval-Augmented Generation, RAG）作为一种结合外部知识库与生成模型的方法，近年来在自然语言处理领域得到了广泛应用，尤其在学术写作与信息检索任务中展现出巨大潜力。相关研究表明，RAG能够通过引入实时或领域的外部信息，提升生成文本的准确性和可信度，从而在一定程度上缓解学术写作中可能存在的虚假引用问题。例如，通过从权威数据库中检索相关文献并将其内容整合到生成过程中，RAG可以确保引用内容与真实文献相符，减少因模型训练数据不足或过时而导致的错误引用[1]。",
T004_W2_RETRIEVAL_FIRST__qwen3-14b.txt,一些研究进一步指出，RAG在减少虚假引用方面的效果依赖于检索系统的质量与生成模型的整合能力。如果检索系统能够精准地找到与当前写作主题相关的高质量文献，生成模型则更有可能正确引用这些来源[2]。然而，也有学者强调，RAG并不能完全消除虚假引用的风险，因为模型可能错误地理解检索结果的上下文，或在生成过程中对引用信息进行不恰当的重新表述，从而导致引用不准确[3]。此外，RAG对于开放性问题或缺乏明确来源的陈述，仍可能依赖于模型自身的知识，而非真实文献，这在学术写作中可能引发争议[4]。,
T004_W2_RETRIEVAL_FIRST__qwen3-14b.txt,尽管如此，RAG在提升学术写作中引用的准确性和透明度方面仍被视为一种有前景的技术手段，尤其是在支持用户追踪引用来源的系统中，可以有效增强学术写作的可信度与规范性[5]。,
T004_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Lewis, P., Liu, P., Pizzi, N., Du, M., Puri, M., Wang, D., ... & Ritter, A. (2022). Retrieval-Augmented Generation for Large Language Models. arXiv preprint arXiv:2207.07820.",
T004_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Izacard, G., & Grave, E. (2021). Leveraging Passage Retrieval with Generative Models for Open Domain Question Answering. arXiv preprint arXiv:2111.06225.",
T004_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Ribeiro, T. F., Sanyal, C., Hsu, S., & Calderon, M. (2022). The Impact of Retrieval-Augmented Generation on the Accuracy of Citation in Academic Writing. Journal of Artificial Intelligence in Research, 68, 1–25. DOI: 10.1613/jair.12345.",10.1613/jair.12345
T004_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Guo, Y., Chen, X., & Wang, L. (2023). Challenges in Using Retrieval-Augmented Generation for Academic Writing: A Case Study on Citation Integrity. IEEE Transactions on Computational Linguistics, 1(2), 112–127. DOI: 10.1109/TCAL.2023.1234567.",10.1109/TCAL.2023.1234567
T004_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Zhang, Y., Li, T., & Wang, J. (2023). Enhancing Citation Transparency in Research with Retrieval-Augmented Generation. Proceedings of the Conference on Empirical Methods in Natural Language Processing, 2023, 1567–1579. DOI: 10.18653/v1/2023.emnlp-main.123.",10.18653/v1/2023.emnlp-main.123
T004_W3_VERIFY_REPAIR__qwen3-14b.txt,"近年来，随着大型语言模型在学术写作中的广泛应用，虚假引用（fabricated citations）问题逐渐引起关注。虚假引用指的是在论文中引用并不存在的文献，以增强论证的可信度或规避查重机制，这种行为严重破坏学术诚信。为应对这一挑战，研究者探索了多种解决方案，其中检索增强生成（Retrieval-Augmented Generation, RAG）作为一种结合外部知识库与生成模型的新兴方法，被认为具有减少虚假引用的潜力。RAG 方法通过在生成过程中引入实时检索机制，使模型能够基于真实文献进行内容生成，从而降低虚构引用的可能性 [1]。已有研究表明，RAG 在提高生成内容的准确性和可追溯性方面表现出色，特别是在需要引用具体研究结果或理论支持的学术写作场景中 [2]。此外，RAG 还可与事实核查系统集成，进一步增强引用的可靠性 [3]。尽管 RAG 在减少虚假引用方面显示出积极效果，但其在处理跨学科文献、非英语资源以及深度理解文献内容方面仍存在挑战 [4]。因此，未来的研究应关注如何优化检索策略和提升模型对文献内容的理解能力，以更有效地支持学术写作中的真实引用实践 [5]。",
T004_W3_VERIFY_REPAIR__qwen3-14b.txt,"Lewis, P., Petroni, F., & Ribeiro, C. (2022). Retrieval-Augmented Generation for Long-Context Reasoning. *Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing*, 5565–5579. https://doi.org/10.18653/v1/2022.emnlp-main.354",10.18653/v1/2022.emnlp-main.354
T004_W3_VERIFY_REPAIR__qwen3-14b.txt,"Guo, X., Zhang, Y., & Li, M. (2023). Enhancing the Credibility of AI-Generated Text through Retrieval-Augmented Generation. *Journal of Artificial Intelligence Research*, 72, 123–156. https://doi.org/10.1613/jair.1.12345",10.1613/jair.1.12345
T004_W3_VERIFY_REPAIR__qwen3-14b.txt,"Karpukhin, V., & Erlikhman, M. (2023). Fact-Checking in Retrieval-Augmented Generation for Academic Writing. *Computational Linguistics*, 49(3), 567–598. https://doi.org/10.1162/coli_a_00456",10.1162/coli_a_00456
T004_W3_VERIFY_REPAIR__qwen3-14b.txt,"Lee, J., & Kim, H. (2024). Challenges of Cross-Disciplinary and Multilingual Retrieval-Augmented Generation in Academic Contexts. *Natural Language Engineering*, 30(1), 89–112. https://doi.org/10.1017/S135132492300012X",10.1017/S135132492300012X
T004_W3_VERIFY_REPAIR__qwen3-14b.txt,"Wang, L., & Chen, Z. (2023). Improving the Reliability of AI-Generated Academic Texts: A Survey. *AI Ethics and Society*, 5(2), 210–234. https://doi.org/10.1007/s43681-023-00123-9",10.1007/s43681-023-00123-9
T005_W0_DIRECT__qwen3-14b.txt,"Verifying the authenticity of a generated citation to ensure it corresponds to a real scholarly work is a critical task in academic integrity and plagiarism detection. Several automated methods have been proposed to address this challenge, leveraging both metadata analysis and full-text retrieval. One approach involves cross-referencing citation details such as author names, publication titles, journal names, and publication dates with authoritative databases like CrossRef [1] or Google Scholar [2]. These platforms offer APIs that allow for programmatic verification of citations, making it pos",
