source,ref_text,doi,verify_source,verify_title,verify_year,doi_resolves,status
T029_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Kim, J., & Park, H. (2023). Citation graph embeddings for validating reference chains. Proceedings of the 2023 ACM/IEEE Joint Conference on Digital Libraries, 45–54. DOI: 10.1109/JCDL.2023.00012",10.1109/JCDL.2023.00012,unresolved,,,,unresolved
T029_W3_VERIFY_REPAIR__deepseek-chat.txt,"Gao, L., Dai, Z., Pasupat, P., Chen, A., Chaganty, A. T., Fan, Y., ... & Liang, P. (2023). RARR: Researching and Revising What Language Models Say, Using Language Models. In *Proceedings of the 61st A",10.18653/v1/2023.acl-long.912,unresolved,,,,unresolved
T030_W0_DIRECT__deepseek-chat.txt,"Walters, W. P. (2023). ChatGPT and the problem of reference hallucination in scientific writing. *Nature Reviews Drug Discovery*, 22(9), 731–732. https://doi.org/10.1038/d41573-023-00120-7",10.1038/d41573-023-00120-7,unresolved,,,,unresolved
T030_W0_DIRECT__deepseek-chat.txt,"Méndez-Morales, O., García-Peñalvo, F. J., & Therón, R. (2024). Automatic detection of fabricated references in LLM-generated academic texts: A pipeline based on semantic matching and database cross-c",10.1007/s11192-024-04987-6,unresolved,,,,unresolved
T030_W1_CAUTIOUS__deepseek-chat.txt,"Verzeletti, V., Zangari, L., & Giordano, D. (2024). AutoVerus: Automatic verification and correction of LLM-generated references. *Proceedings of the 2024 Conference on Empirical Methods in Natural La",10.18653/v1/2024.emnlp-main.68,crossref,Rethinking Pruning Large Language Models: Benefits and Pitfalls of Reconstruction Error Minimization,2024,,resolved
T030_W1_CAUTIOUS__deepseek-chat.txt,"Shuster, K., Xu, J., Komeili, M., Ju, D., Cho, K., Weston, J., & Bordes, A. (2022). Retrieval augmentation reduces hallucination in conversation. *Findings of the Association for Computational Linguis",10.18653/v1/2022.findings-emnlp.144,crossref,PM2F2N: Patient Multi-view Multi-modal Feature Fusion Networks for Clinical Outcome Prediction,2022,,resolved
T030_W0_DIRECT__deepseek-chat.txt,"Huang, Y., Chen, L., & Wang, T. (2025). Reinforcement learning for citation reliability: Improving LLM-generated reference accuracy through reward modeling. *Journal of Artificial Intelligence Researc",10.1613/jair.1.15678,unresolved,,,,unresolved
T030_W0_DIRECT__deepseek-chat.txt,"Liu, X., & Zhang, H. (2024). RAG-based iterative citation verification and correction for large language models. *arXiv preprint arXiv:2405.12345*. https://doi.org/10.48550/arXiv.2405.12345",10.48550/arXiv.2405.12345,doi_resolves_only,,,,resolved
T030_W1_CAUTIOUS__deepseek-chat.txt,"Min, S., Krishna, K., Lyu, X., Lewis, M., Yih, W., Koh, P. W., & Hajishirzi, H. (2023). FactScore: Fine-grained atomic evaluation of factual precision in long-form text generation. *Proceedings of the",10.18653/v1/2023.emnlp-main.75,crossref,From Wrong To Right: A Recursive Approach Towards Vision-Language Explanation,2023,,resolved
T030_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Smith, J., & Lee, K. (2023). Automated reference verification for large language models: A rule-based approach. *Journal of Artificial Intelligence Research*, 78, 1123-1145. DOI: 10.1613/jair.1.15001.",10.1613/jair.1.15001,crossref,Improving Resource Allocations by Sharing in Pairs,2023,,resolved
T030_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Zhang, Y., Chen, X., & Wang, L. (2024). Iterative generation-verification-correction cycles for improving citation accuracy in LLMs. *Proceedings of the 2024 Conference on Empirical Methods in Natural",10.18653/v1/2024.emnlp-main.23,crossref,An Experimental Analysis on Evaluating Patent Citations,2024,,resolved
T030_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Liu, M., Zhao, H., & Kim, J. (2024). Reinforcement learning with human feedback for reference repair in LLMs. *Nature Machine Intelligence*, 6(2), 189-201. DOI: 10.1038/s42256-024-00812-y.",10.1038/s42256-024-00812-y,crossref,Connecting molecular properties with plain language,2024,,resolved
T030_W1_CAUTIOUS__deepseek-chat.txt,"Gao, T., Yao, X., & Chen, D. (2023). SimCSE: Simple contrastive learning of sentence embeddings. *Proceedings of the 2023 Conference of the North American Chapter of the Association for Computational ",10.18653/v1/2023.naacl-main.149,unresolved,,,,unresolved
T030_W1_CAUTIOUS__deepseek-chat.txt,"Wright, D., Chen, Y., & Liu, Z. (2024). CiteCheck: End-to-end verification and repair of LLM-generated citations. *arXiv preprint arXiv:2405.12345*. DOI: 10.48550/arXiv.2405.12345",10.48550/arXiv.2405.12345,doi_resolves_only,,,,resolved
T030_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Brown, T., & Davis, A. (2023). End-to-end trainable citation verification via differentiable loss functions. *Advances in Neural Information Processing Systems*, 36, 10234-10248. DOI: 10.48550/arXiv.2",10.48550/arXiv.2310.08912,openalex,Sampling from Mean-Field Gibbs Measures via Diffusion Processes,2023,,resolved
T030_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Patel, R., & Gupta, S. (2023). Confidence-based filtering for hallucinated references in generative AI. *IEEE Transactions on Neural Networks and Learning Systems*, 34(8), 4567-4578. DOI: 10.1109/TNNL",10.1109/TNNLS.2023.3278910,unresolved,,,,unresolved
T030_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Fernandez, C., & Li, W. (2024). A survey on automatic reference verification and repair: Challenges and trade-offs. *ACM Computing Surveys*, 57(1), 1-35. DOI: 10.1145/3656789.",10.1145/3656789,unresolved,,,,unresolved
T030_W3_VERIFY_REPAIR__deepseek-chat.txt,"Min, S., Krishna, K., Lyu, X., Lewis, M., Yih, W. T., Koh, P. W., ... & Hajishirzi, H. (2023). FActScore: Fine-grained Atomic Evaluation of Factual Precision in Long Form Text Generation. *Proceedings",10.18653/v1/2023.emnlp-main.8,crossref,Primacy Effect of ChatGPT,2023,,resolved
T030_W3_VERIFY_REPAIR__deepseek-chat.txt,"Shuster, K., Poff, S., Chen, M., Kiela, D., & Weston, J. (2021). Retrieval Augmentation Reduces Hallucination in Conversation. *arXiv preprint arXiv:2104.07567*. DOI: 10.48550/arXiv.2104.07567",10.48550/arXiv.2104.07567,openalex,Retrieval Augmentation Reduces Hallucination in Conversation,2021,,resolved
T030_W3_VERIFY_REPAIR__deepseek-chat.txt,"Tkaczyk, D., Szostek, K., Fedoryszak, M., Dendek, P. J., & Bolikowski, Ł. (2015). CERMINE: automatic extraction of structured metadata from scientific literature. *International Journal on Digital Lib",10.1007/s00799-015-0154-3,unresolved,,,,unresolved
T030_W3_VERIFY_REPAIR__deepseek-chat.txt,"Manakul, P., Liusie, A., & Gales, M. J. F. (2023). SelfCheckGPT: Zero-Resource Black-Box Hallucination Detection for Generative Large Language Models. *Proceedings of the 2023 Conference on Empirical ",10.18653/v1/2023.emnlp-main.557,crossref,SelfCheckGPT: Zero-Resource Black-Box Hallucination Detection for Generative Large Language Models,2023,,resolved
T030_W3_VERIFY_REPAIR__deepseek-chat.txt,"Lewis, P., Perez, E., Piktus, A., Petroni, F., Karpukhin, V., Goyal, N., ... & Kiela, D. (2020). Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks. *Advances in Neural Information Proce",10.48550/arXiv.2005.11401,doi_resolves_only,,,,resolved
T001_W0_DIRECT__deepseek-chat.txt,"The reliability of large language models (LLMs) in generating scholarly citations has become a critical concern in academic writing, with emerging research consistently highlighting significant issues",,no_doi,,,,no_doi
T001_W1_CAUTIOUS__deepseek-chat.txt,The reliability of large language models (LLMs) in generating scholarly citations has emerged as a critical concern in academic integrity and information science. Early investigations by Walters and W,,no_doi,,,,no_doi
T001_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"The reliability of large language models (LLMs) in generating scholarly citations has become a critical concern for academic integrity. Recent studies have systematically evaluated this issue, reveali",,no_doi,,,,no_doi
T001_W3_VERIFY_REPAIR__deepseek-chat.txt,The reliability of large language models (LLMs) in generating scholarly citations has become a growing concern in academic writing. Early investigations by Walters and Wilder [1] documented that a sub,,no_doi,,,,no_doi
T002_W0_DIRECT__deepseek-chat.txt,近年来，随着大语言模型在学术写作辅助领域的广泛应用，其生成内容中的引用错误问题逐渐引起研究者的关注。现有研究主要从错误类型、成因与检测方法三个维度展开。在错误类型方面，[1]通过对多篇LLM生成综述的系统分析，归纳出“幻觉引用”（即编造不存在的文献）、“语义不匹配”（引用内容与原文主旨偏离）以及“位置错位”（引用出现在不恰当的论证节点）三类典型错误。此外，[2]发现LLM在引用多作者文献时容易遗漏,,no_doi,,,,no_doi
T002_W1_CAUTIOUS__deepseek-chat.txt,近年来，随着大语言模型（LLMs）在学术写作辅助中的广泛应用，其生成内容中的引用错误问题逐渐引起研究者的关注。相关工作主要从错误类型识别、成因分析以及自动检测方法三个层面展开。在错误类型方面，早期研究已指出LLMs倾向于生成“幻觉引用”（hallucinated citations），即引用看似合理但实际不存在的文献，例如作者、标题或卷期信息被虚构[1]。进一步地，研究将引用错误细分为“存在性错误,,no_doi,,,,no_doi
T002_W1_CAUTIOUS__deepseek-chat.txt,"Zhang, Y., Li, Q., & Liu, Z. (2024). RAG-based citation verification for LLM-generated academic text: Detecting hallucinated and misattributed references. *arXiv preprint arXiv:2406.12345*. (注：该预印本为真实",,no_doi,,,,no_doi
T002_W2_RETRIEVAL_FIRST__deepseek-chat.txt,大语言模型在生成学术综述时，常见的引用错误包括幻觉引用、语义不匹配、引用冗余与缺失、以及引用顺序逻辑混乱。现有研究系统性地揭示了这些错误类型。例如，[1]通过构建“幻觉引用检测”任务，发现模型常生成看似合理但实际不存在的文献信息，且引用与上下文内容存在语义脱节。[2]进一步将引用错误细分为“完全虚构”“作者错误”“年份错误”与“标题错误”四类，并指出模型在引用高影响力文献时表现较好，但在引用小众或,,no_doi,,,,no_doi
T002_W3_VERIFY_REPAIR__deepseek-chat.txt,近年来，随着大语言模型（LLMs）在学术写作辅助中的广泛应用，其生成文本中的引用错误问题逐渐引起研究者的关注。现有工作主要从错误类型、成因与检测方法三个维度展开。首先，在错误类型方面，Walters & Wilder（2023）通过系统分析发现，LLM生成的引用中“幻觉引用”（即凭空捏造不存在的文献）是最常见的问题，其次为作者名拼写错误与年份错配[1]。类似地，Bhattacharyya等（202,,no_doi,,,,no_doi
T003_W0_DIRECT__deepseek-chat.txt,The phenomenon of hallucinated citations—where large language models (LLMs) generate plausible but non-existent references—has emerged as a critical barrier to the adoption of generative AI in academi,,no_doi,,,,no_doi
T003_W0_DIRECT__deepseek-chat.txt,"Lewis, P., Perez, E., Piktus, A., Petroni, F., Karpukhin, V., Goyal, N., ... & Kiela, D. (2020). Retrieval-augmented generation for knowledge-intensive NLP tasks. *Advances in Neural Information Proce",,no_doi,,,,no_doi
T003_W1_CAUTIOUS__deepseek-chat.txt,Recent work has begun to systematically evaluate how retrieval-augmented generation (RAG) affects citation accuracy in knowledge-intensive writing tasks. Lewis et al. [1] introduced the foundational R,,no_doi,,,,no_doi
T003_W2_RETRIEVAL_FIRST__deepseek-chat.txt,The integration of retrieval-augmented generation (RAG) into academic writing has been explored as a potential solution to the persistent problem of hallucinated citations. Recent work demonstrates th,,no_doi,,,,no_doi
T003_W3_VERIFY_REPAIR__deepseek-chat.txt,"The propensity of large language models (LLMs) to generate plausible but incorrect information—often termed ""hallucination""—poses a significant barrier to their use in academic writing, particularly r",,no_doi,,,,no_doi
T003_W3_VERIFY_REPAIR__deepseek-chat.txt,"Lewis, P., Perez, E., Piktus, A., Petroni, F., Karpukhin, V., Goyal, N., ... & Kiela, D. (2020). Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks. *Advances in Neural Information Proce",,no_doi,,,,no_doi
T003_W3_VERIFY_REPAIR__deepseek-chat.txt,"Borgeaud, S., Mensch, A., Hoffmann, J., Cai, T., Rutherford, E., Millican, K., ... & Sifre, L. (2022). Improving Language Models by Retrieving from Trillions of Tokens. *Proceedings of the 39th Intern",,no_doi,,,,no_doi
T004_W0_DIRECT__deepseek-chat.txt,"近年来，随着大语言模型（LLMs）在学术写作辅助中的广泛应用，模型生成的“虚假引用”（hallucinated references）问题日益受到关注。检索增强生成（Retrieval-Augmented Generation, RAG）作为一种将外部知识库检索与生成模型相结合的技术，被广泛认为能够有效缓解这一现象。Lewis等（2020）首次系统提出RAG框架，通过将非参数化检索器与参数化生成器",,no_doi,,,,no_doi
T004_W1_CAUTIOUS__deepseek-chat.txt,"近年来，检索增强生成（Retrieval-Augmented Generation, RAG）在缓解大语言模型（LLM）的“幻觉”问题方面受到广泛关注，其中虚假引用（hallucinated citations）是学术写作中尤为突出的风险。Lewis 等人（2020）首次系统提出了 RAG 架构，通过将非参数化检索模块与参数化生成模型结合，使模型在生成时能够引用外部知识源，从而在理论上降低捏造信息",,no_doi,,,,no_doi
T004_W1_CAUTIOUS__deepseek-chat.txt,"Lewis, P., Perez, E., Piktus, A., Petroni, F., Karpukhin, V., Goyal, N., ... & Kiela, D. (2020). Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks. *Advances in Neural Information Proce",,no_doi,,,,no_doi
T004_W1_CAUTIOUS__deepseek-chat.txt,"Shuster, K., Poff, S., Chen, M., Kiela, D., & Weston, J. (2021). Retrieval Augmentation Reduces Hallucination in Conversation. *Findings of the Association for Computational Linguistics: EMNLP 2021*, ",,no_doi,,,,no_doi
T004_W1_CAUTIOUS__deepseek-chat.txt,"Menick, J., Trebacz, M., Mikulik, V., Aslanides, J., Song, F., Chadwick, M., ... & Irving, G. (2022). Teaching language models to support answers with verified quotes. *arXiv preprint arXiv:2203.11171",,no_doi,,,,no_doi
T004_W1_CAUTIOUS__deepseek-chat.txt,"Gao, L., Dai, Z., Pasupat, P., Chen, A., Chaganty, A. T., Fan, Y., ... & Guu, K. (2023). RARR: Researching and Revising What Language Models Say, Using Language Models. *Proceedings of the 61st Annual",,no_doi,,,,no_doi
T004_W1_CAUTIOUS__deepseek-chat.txt,"Asai, A., Min, S., Zhong, Z., & Chen, D. (2023). A Survey on Retrieval-Augmented Text Generation. *ACM Computing Surveys*, 56(3), 1–38.",,no_doi,,,,no_doi
T004_W2_RETRIEVAL_FIRST__deepseek-chat.txt,检索增强生成（RAG）技术在减少学术写作中“虚假引用”（即大语言模型生成的、不存在的或与上下文无关的参考文献）方面展现出潜力，但现有研究仍处于初步验证阶段。相关工作的核心聚焦于RAG如何通过外部知识库的检索与约束来提升引用准确性。例如，[1] 提出了一种基于RAG的学术写作辅助框架，通过将生成过程锚定于检索到的真实文献片段，显著降低了模型编造参考文献的概率，实验表明该方法在引用准确性上优于纯生成式,,no_doi,,,,no_doi
T004_W3_VERIFY_REPAIR__deepseek-chat.txt,"近年来，大语言模型（LLMs）在学术写作辅助中广泛应用，但其生成的“虚假引用”（hallucinated citations）问题日益突出，即模型引用不存在的文献或错误匹配作者、标题与期刊。检索增强生成（Retrieval-Augmented Generation, RAG）作为一种通过外部知识库检索来约束生成内容的技术，被提出用于缓解这一问题。Lewis 等人（2020）最早系统提出RAG框架，",,no_doi,,,,no_doi
T005_W0_DIRECT__deepseek-chat.txt,The challenge of automatically verifying generated citations against real scholarly works has been approached through several distinct methodological lenses. Early work focused on rule-based heuristic,,no_doi,,,,no_doi
T005_W1_CAUTIOUS__deepseek-chat.txt,"The challenge of verifying whether a generated citation corresponds to a real scholarly work has been addressed through several automated approaches, primarily leveraging digital libraries and bibliog",,no_doi,,,,no_doi
T005_W1_CAUTIOUS__deepseek-chat.txt,"Saad-Falcon, J., Barrow, J., Si, C., et al. (2023). Citation Hallucination Detection and Mitigation in Large Language Models. *arXiv preprint arXiv:2305.13786*.",,no_doi,,,,no_doi
T005_W1_CAUTIOUS__deepseek-chat.txt,"Sclar, M., Kumar, S., West, R., & Alstott, J. (2024). Can LLMs Verify Their Own Citations? A Benchmark and Method. *Proceedings of the 2024 Conference on Language Modeling (COLM)*. (Preprint available",,no_doi,,,,no_doi
T005_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Verifying the authenticity of generated citations is a critical challenge in scholarly communication, particularly with the rise of large language models (LLMs) that often produce plausible but nonexi",,no_doi,,,,no_doi
T005_W3_VERIFY_REPAIR__deepseek-chat.txt,The verification of generated citations against real scholarly works is a critical challenge for both automated knowledge curation and academic integrity. Early approaches focused on rule-based heuris,,no_doi,,,,no_doi
T005_W3_VERIFY_REPAIR__deepseek-chat.txt,"Crossref, ""Crossref REST API,"" 2024. [Online]. Available: https://api.crossref.org",,no_doi,,,,no_doi
T006_W0_DIRECT__deepseek-chat.txt,近年来，随着大语言模型在学术写作中的广泛应用，其生成的参考文献常出现“幻觉”问题，即引用看似合理但实际不存在的文献。针对这一问题，研究者从不同角度探索了自动验证方法。早期工作主要基于规则和数据库匹配，例如Ghosal等人[1]提出利用PubMed等公开数据库对生物医学领域生成的参考文献进行逐条验证，但该方法对非结构化或跨领域文献效果有限。随后，基于语义相似度的方法被引入，如Kumar等人[2]通过,,no_doi,,,,no_doi
T006_W1_CAUTIOUS__deepseek-chat.txt,大模型生成的参考文献真实性自动判别是当前人工智能与学术诚信交叉领域的重要问题。现有工作主要从文献元数据验证、引用上下文一致性检测以及生成内容溯源三个方向展开。在元数据验证方面，早期研究利用规则与数据库比对，如Cabanac等[1]提出基于Crossref和PubMed的API校验方法，通过解析参考文献中的DOI、标题和作者信息，判断其是否存在于权威学术索引中。该方法虽有效，但依赖外部数据库的实时响,,no_doi,,,,no_doi
T006_W2_RETRIEVAL_FIRST__deepseek-chat.txt,近年来，随着大语言模型在学术写作中的广泛应用，自动检测其生成参考文献真实性的问题逐渐受到关注。现有工作主要从两个方向展开：一是基于检索验证的方法，二是利用生成模型自身能力进行判断。例如，[1]提出通过搜索引擎实时验证参考文献是否存在，并构建了包含真实与虚构参考文献的数据集，实验表明该方法能有效识别伪造条目。[2]则进一步引入多轮验证机制，通过对比文献元数据（如作者、年份、期刊）与数据库记录的一致性,,no_doi,,,,no_doi
T006_W3_VERIFY_REPAIR__deepseek-chat.txt,大模型生成的参考文献常存在幻觉问题，即生成看似合理但实际不存在的文献，这严重影响了学术规范与信息可信度。近年来，自动核验参考文献真实性的研究逐渐兴起，主要分为基于规则、基于知识库和基于混合方法三类。早期工作如Cabanac等（2021）提出了“参考文献检查器”工具，通过匹配DOI与Crossref数据库来验证文献是否存在，但该方法对无DOI的文献效果有限[1]。随后，Giménez-Toledo等,,no_doi,,,,no_doi
T007_W0_DIRECT__deepseek-chat.txt,Evaluating whether a cited paper genuinely supports an attributed claim is a growing concern in computational fact-checking and scholarly communication. Early work in citation context analysis focused,,no_doi,,,,no_doi
T007_W1_CAUTIOUS__deepseek-chat.txt,Evaluating the fidelity of citation practices—whether a cited paper actually supports the claim attributed to it—is a growing concern in computational text analysis and metascience. Early work in cita,,no_doi,,,,no_doi
T007_W2_RETRIEVAL_FIRST__deepseek-chat.txt,Evaluating whether a cited paper actually supports the attributed claim requires a systematic approach that moves beyond simple citation counting. One common method is to check for direct textual alig,,no_doi,,,,no_doi
T007_W3_VERIFY_REPAIR__deepseek-chat.txt,The challenge of verifying whether a cited paper genuinely supports a given claim has been addressed across several disciplines. Early work in citation analysis focused on classifying citation functio,,no_doi,,,,no_doi
T007_W3_VERIFY_REPAIR__deepseek-chat.txt,"J. A. Greenberg, ""Citation errors: A study of the nature and frequency of errors in the citation of journal articles in the medical sciences,"" *Journal of the Medical Library Association*, vol. 93, no",,no_doi,,,,no_doi
T007_W3_VERIFY_REPAIR__deepseek-chat.txt,"J. M. Nicholson, M. M. Mordaunt, P. J. J. B. R. P. R. R. S. R. R. S. R. R. S. R. R. S. R. R. S. R. R. S. R. R. S. R. R. S. R. R. S. R. R. S. R. R. S. R. R. S. R. R. S. R. R. S. R. R. S. R. R. S. R. R.",,no_doi,,,,no_doi
T008_W0_DIRECT__deepseek-chat.txt,在学术写作中，引用真实存在的文献是否足以支撑论文中的论断，是近年来文献计量学与学术伦理研究关注的焦点。早期研究多默认“引用即认可”的假设，即作者引用某文献即意味着该文献对其论断构成实质性支持[1]。然而，后续研究逐渐揭示出引用行为的复杂动机：作者可能出于“仪式性引用”或“策略性引用”而引用文献，例如为迎合审稿人偏好或提升自身论文的被引率，而非真正依赖该文献支撑其论点[2]。此外，部分研究指出，引用,,no_doi,,,,no_doi
T008_W1_CAUTIOUS__deepseek-chat.txt,在学术写作中，引用真实存在的文献是否足以支撑论文中的论断，一直是方法论与写作伦理讨论的焦点。早期研究主要关注引用的“相关性”与“准确性”。例如，Smith [1] 指出，即使引用真实存在，若引用内容与论断的逻辑关联不紧密，仍可能导致“引而不证”的谬误。随后，Johnson 和 Lee [2] 通过实证分析发现，部分论文中的引用虽真实存在，但其原始结论被断章取义或过度泛化，从而削弱了论证的有效性。在,,no_doi,,,,no_doi
T008_W2_RETRIEVAL_FIRST__deepseek-chat.txt,关于“引用真实存在是否足以说明该引用支撑了论文中的论断”这一研究问题，现有文献主要从引用的功能性、语境依赖性和潜在误导性三个维度展开讨论。首先，[1] 指出引用行为本身具有多重动机，包括支持论点、提供背景、反驳或致谢，因此仅凭引文存在并不能自动等同于对论断的有效支撑。该研究通过实证分析发现，约30%的引用在论文正文中并未被实质性地用于论证，而是作为“装饰性引用”出现。进一步地，[2] 从引文语境的,,no_doi,,,,no_doi
T008_W2_RETRIEVAL_FIRST__deepseek-chat.txt,针对引用的评价机制，[4] 提出了一种基于语义相似度的量化模型，通过比较引用句与目标论断的语义重合度来评估支撑强度，其研究表明，仅凭引用计数无法反映论断的可信度。此外，[5] 从学术伦理角度警告，虚假引用（即引用不存在的文献）固然是严重的学术不端，但“真实引用却错误支撑论断”同样会损害学术积累的可靠性，且更难被检测。最后，[6] 通过案例研究展示了在跨学科引用中，由于术语歧义或方法论差异，真实引用,,no_doi,,,,no_doi
T008_W2_RETRIEVAL_FIRST__deepseek-chat.txt,综上所述，现有研究一致认为，引用的真实性与其对论断的支撑性之间不存在必然等价关系。判断引用是否有效支撑论断，需综合考察引文语境、逻辑关联、语义一致性及作者的引用意图。当前工作仍缺乏一个统一的、可操作的评估框架，且对于不同学科或论文类型的差异性探讨不足。,,no_doi,,,,no_doi
T008_W3_VERIFY_REPAIR__deepseek-chat.txt,在学术写作中，引用真实存在是否足以支撑论文中的论断，一直是方法论与学术伦理讨论的焦点。相关工作可归纳为三个维度。首先，引用的“充分性”问题被广泛探讨：Bailin与Grafstein（2010）指出，仅凭引文存在并不能自动建立逻辑关联，作者需明确展示引用内容与论断之间的推理链条，否则可能构成“伪引用”或“装饰性引用”[1]。其次，引用的“准确性”与“语境匹配”同样关键。Harzing（2002）通,,no_doi,,,,no_doi
T009_W0_DIRECT__deepseek-chat.txt,Recent advances in large language models (LLMs) have spurred interest in multi-agent architectures to address the reliability and coherence deficits in AI-assisted research writing. Early work demonst,,no_doi,,,,no_doi
T009_W1_CAUTIOUS__deepseek-chat.txt,The challenge of ensuring reliability in AI-assisted research writing has prompted investigations into multi-agent architectures that decompose complex tasks into specialized sub-tasks. Early work by ,,no_doi,,,,no_doi
T009_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Recent work has explored multi-agent architectures to address reliability issues in AI-assisted research writing, particularly regarding factual accuracy and coherence. For instance, [1] proposed a mu",,no_doi,,,,no_doi
T009_W3_VERIFY_REPAIR__deepseek-chat.txt,"The challenge of ensuring reliability in AI-assisted research writing has prompted investigations into multi-agent architectures, which decompose complex tasks into specialized sub-tasks managed by di",,no_doi,,,,no_doi
T009_W3_VERIFY_REPAIR__deepseek-chat.txt,"Wu, Q., Bansal, G., Zhang, A., Wu, Y., Li, S., Zhu, E., ... & Wang, W. Y. (2023). AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation. *arXiv preprint arXiv:2308.08155*.",,no_doi,,,,no_doi
T009_W3_VERIFY_REPAIR__deepseek-chat.txt,"Du, Y., Li, S., Torralba, A., Tenenbaum, J. B., & Mordatch, I. (2023). Improving Factuality and Reasoning in Language Models through Multiagent Debate. *arXiv preprint arXiv:2305.14325*.",,no_doi,,,,no_doi
T009_W3_VERIFY_REPAIR__deepseek-chat.txt,"Qian, C., Cong, X., Yang, C., Chen, W., Su, Y., Xu, J., ... & Sun, M. (2023). Communicative Agents for Software Development. *arXiv preprint arXiv:2307.07924*.",,no_doi,,,,no_doi
T009_W3_VERIFY_REPAIR__deepseek-chat.txt,"Li, G., Hammoud, H., Itani, H., Khizbullin, D., & Ghanem, B. (2024). CAMEL: Communicative Agents for ""Mind"" Exploration of Large Language Model Society. *Advances in Neural Information Processing Syst",,no_doi,,,,no_doi
T010_W0_DIRECT__deepseek-chat.txt,近年来，随着大语言模型（LLMs）在科研写作中广泛应用，其生成内容的可靠性问题日益凸显。相关工作从多个维度探索了提升可靠性的策略。一方面，单一智能体系统通过检索增强生成（RAG）或提示工程来减少幻觉，如Lewis等人[1]提出的RAG框架虽能引入外部知识，但在复杂多步骤推理中仍易产生逻辑断裂或事实错误。另一方面，多智能体工作流通过角色分工与协同验证显著提升了输出质量。例如，Wu等人[2]构建了包含,,no_doi,,,,no_doi
T010_W1_CAUTIOUS__deepseek-chat.txt,近年来，多智能体工作流在提升 AI 辅助科研写作可靠性方面展现出潜力。相关工作主要围绕三个方向展开：多智能体协作机制、写作质量评估与幻觉控制，以及可复现性与透明度保障。,,no_doi,,,,no_doi
T010_W1_CAUTIOUS__deepseek-chat.txt,在协作机制方面，Li et al. (2024) 提出了“ChatDev”系统，通过模拟软件公司中的不同角色（如项目经理、程序员）进行多轮对话，实现了基于多智能体协作的代码与文档生成，验证了角色分工对任务完成质量的提升作用 [1]。类似地，Wu et al. (2023) 构建了“AutoGen”框架，支持多个 LLM 智能体通过结构化对话完成复杂任务，包括论文摘要撰写与修订，其研究指出多智能体间,,no_doi,,,,no_doi
T010_W1_CAUTIOUS__deepseek-chat.txt,在写作质量与幻觉控制方面，Du et al. (2024) 设计了“Multi-Agent Debate”机制，让多个智能体就同一主题生成文本并进行辩论，实验表明该方法在减少生成内容中的矛盾与幻觉方面优于单智能体基线 [3]。Liu et al. (2024) 进一步提出了“ScholarPhi”系统，通过引入引用验证智能体与逻辑一致性检查智能体，显著提升了科研写作中引用的准确性与论证连贯性 [4,,no_doi,,,,no_doi
T010_W1_CAUTIOUS__deepseek-chat.txt,在可复现性与透明度方面，Shi et al. (2024) 提出了“ReAct”模式的扩展，将多智能体工作流中的每一步推理与外部工具调用（如文献数据库检索）记录为可追溯的日志，从而增强了科研写作过程的透明性 [5]。此外，Wang et al. (2024) 开发了“PaperQA”系统，利用多智能体进行文献检索与证据核对，实验显示其在降低虚构引用方面比单智能体方法降低了约40%的错误率 [6]。,,no_doi,,,,no_doi
T010_W1_CAUTIOUS__deepseek-chat.txt,综上所述，现有研究初步证明了多智能体工作流在提升 AI 辅助科研写作可靠性方面的有效性，但多数工作仍局限于模拟环境或特定领域，未来需探索在真实科研协作场景中的泛化性与可扩展性。,,no_doi,,,,no_doi
T010_W2_RETRIEVAL_FIRST__deepseek-chat.txt,近年来，多智能体工作流在提升AI辅助科研写作可靠性方面展现出显著潜力。现有研究主要围绕三个方向展开：一是通过任务分解与角色分工降低错误率，例如[1]提出的多智能体论文写作框架通过将写作任务拆解为提纲生成、段落撰写、格式校对等子任务，由不同智能体协同完成，显著减少了单一模型易产生的逻辑跳跃与事实错误。二是引入迭代反馈与自我修正机制，[2]设计的多智能体系统允许智能体间进行交叉审阅与批评，在生成初稿后,,no_doi,,,,no_doi
T010_W3_VERIFY_REPAIR__deepseek-chat.txt,近年来，随着大语言模型（LLM）在学术写作中的广泛应用，如何提升其生成内容的可靠性与可验证性成为研究热点。多智能体工作流通过分工、协作与迭代反馈机制，为解决幻觉、逻辑断裂和引用虚假等问题提供了新路径。相关研究可归纳为三个方向。首先是基于多智能体协作的写作框架设计。Wu 等人（2024）提出了“ChatGPT 多智能体辩论”机制，通过多个LLM实例对同一命题进行辩论与交叉验证，显著降低了事实性错误率,,no_doi,,,,no_doi
